network,condition,model,naming,n_pairs,n_pairs_ok,n_k,n_asked,assert_rate,k_accuracy,n_k_wrong,k_g0,shd_truth,g0_status,median_AUC_frac,median_AUC_frac_contra_as_fail,median_radius,n_radius_ok
magic-niab,D_LLM_32B,Qwen2.5-32B-Instruct,real,21,0,0,10,0.0,,0,,,n_k_zero,,,,0
magic-niab,D_LLM_72B,Qwen2.5-72B-Instruct,real,21,16,6,10,0.6,0.5,3,6,10,ok,0.30925741197764695,0.1377,1.0,16
magic-niab,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,21,16,6,10,0.6,0.6666666666666666,2,6,8,ok,0.5131591803875482,0.26270000000000004,1.0,16
magic-niab,D_LLM_GEMMA_27B,gemma-3-27b-it,real,21,21,9,10,0.9,0.4444444444444444,5,10,10,ok,0.4503745780927476,0.27490000000000003,1,21
magic-niab,D_LLM_INSTR,qwen2.5:7b-instruct,real,21,11,5,10,0.5,0.0,5,6,14,ok,0.48710000000000003,0.48710000000000003,1,11
magic-niab,D_LLM_SRC,llama3.1:8b,real,21,21,7,10,0.7,0.2857142857142857,5,10,12,ok,0.4556,0.4556,1,21
magic-niab,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,21,20,8,10,0.8,0.25,6,9,13,ok,0.43535787616466165,0.2652,1.0,20
magic-niab,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,21,11,3,10,0.3,0.6666666666666666,1,4,8,ok,0.4444,0.4444,1,11
magic-niab,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,21,6,4,10,0.4,0.75,1,4,8,ok,0.425129681174089,0.2109,1.5,6
mediator,D_LLM,qwen2.5:7b-instruct,real,3,1,4,5,0.8,0.5,2,4,5,ok,0.09569313593539705,0.0711,1,1
mediator,D_LLM_32B,Qwen2.5-32B-Instruct,real,3,1,5,5,1.0,0.4,3,5,6,ok,0.147464667170137,0.0787,1,1
mediator,D_LLM_72B,Qwen2.5-72B-Instruct,real,3,1,5,5,1.0,0.4,3,5,6,ok,0.1517928492253757,0.0804,1,1
mediator,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,3,1,5,5,1.0,0.4,3,5,6,ok,0.13026998726125155,0.06999999999999999,1,1
mediator,D_LLM_GEMMA_27B,gemma-3-27b-it,real,3,1,5,5,1.0,0.4,3,5,6,ok,0.14327040033846317,0.077,1,1
mediator,D_LLM_INSTR,qwen2.5:7b-instruct,real,3,0,1,5,0.2,0.0,1,1,6,optimal_set_undefined,,,,0
mediator,D_LLM_SRC,llama3.1:8b,real,3,1,3,5,0.6,0.3333333333333333,2,4,5,ok,0.169,0.169,1,1
mediator,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,3,1,5,5,1.0,0.4,3,5,6,ok,0.14669782641738865,0.0785,1,1
mediator,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,3,1,3,5,0.6,0.6666666666666666,1,3,4,ok,0.0,0.0,1,1
mediator,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,3,0,3,5,0.6,1.0,0,4,1,optimal_set_undefined,,,,0
munin1,D_LLM,qwen2.5:7b-instruct,real,3,1,2,8,0.25,1.0,0,2,6,ok,0.35140000000000005,0.35140000000000005,1,1
munin1,D_LLM_32B,Qwen2.5-32B-Instruct,real,3,3,8,8,1.0,1.0,0,8,0,ok,0.9184133886602226,0.1244,1,3
munin1,D_LLM_72B,Qwen2.5-72B-Instruct,real,3,3,8,8,1.0,1.0,0,8,0,ok,0.9248248577383051,0.1266,1,3
munin1,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,3,3,7,8,0.875,1.0,0,7,1,ok,0.9423732010918497,0.1857,1,3
munin1,D_LLM_GEMMA_27B,gemma-3-27b-it,real,3,3,6,8,0.75,0.8333333333333334,1,8,2,ok,0.6673858214458882,0.16,2,3
munin1,D_LLM_INSTR,qwen2.5:7b-instruct,real,3,1,2,8,0.25,1.0,0,2,6,ok,0.3668,0.3668,1,1
munin1,D_LLM_SRC,llama3.1:8b,real,3,3,4,8,0.5,0.75,1,8,4,ok,0.6952141326806804,0.3064,3,3
munin1,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,3,3,8,8,1.0,1.0,0,8,0,ok,0.9237695711323857,0.1269,1,3
munin1,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,3,2,4,8,0.5,0.75,1,5,5,ok,0.7045454545454546,0.3176,2.0,2
munin1,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,3,3,4,8,0.5,0.75,1,5,5,ok,0.7145015105740181,0.1746,2,3
paths,D_LLM,qwen2.5:7b-instruct,real,20,18,10,14,0.7142857142857143,0.0,10,14,28,ok,0.3,0.0121,5.0,18
paths,D_LLM_32B,Qwen2.5-32B-Instruct,real,20,18,14,14,1.0,0.0,14,14,28,ok,0.3,0.007600000000000001,5.0,18
paths,D_LLM_72B,Qwen2.5-72B-Instruct,real,20,18,14,14,1.0,0.0,14,14,28,ok,0.5,0.006500000000000001,5.0,18
paths,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,20,18,14,14,1.0,0.0,14,14,28,ok,0.3,0.0081,5.0,18
paths,D_LLM_GEMMA_27B,gemma-3-27b-it,real,20,0,0,14,0.0,,0,,,n_k_zero,,,,0
paths,D_LLM_INSTR,qwen2.5:7b-instruct,real,20,18,13,14,0.9285714285714286,0.0,13,14,28,ok,0.3,0.0079,5.0,18
paths,D_LLM_SRC,llama3.1:8b,real,20,18,12,14,0.8571428571428571,0.0,12,14,28,ok,0.2,0.0093,5.0,18
paths,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,20,18,14,14,1.0,0.0,14,14,28,ok,0.3,0.0077,5.0,18
paths,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,20,19,4,14,0.2857142857142857,0.25,3,14,6,ok,0.8445859872611464,0.17099999999999999,7,19
paths,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,20,18,5,14,0.35714285714285715,0.2,4,14,20,ok,0.7,0.1389,3.0,18
sachs,D_LLM,qwen2.5:7b-instruct,real,12,0,1,17,0.058823529411764705,0.0,1,9,10,optimal_set_undefined,,,,0
sachs,D_LLM_32B,Qwen2.5-32B-Instruct,real,12,4,7,17,0.4117647058823529,0.2857142857142857,5,15,14,ok,0.20690205061338796,0.1243,1.0,4
sachs,D_LLM_72B,Qwen2.5-72B-Instruct,real,12,9,5,17,0.29411764705882354,0.4,3,16,9,ok,0.1375,0.1375,1,9
sachs,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,12,6,14,17,0.8235294117647058,0.5714285714285714,6,17,12,ok,0.18933631004268123,0.033999999999999996,1.0,6
sachs,D_LLM_GEMMA_27B,gemma-3-27b-it,real,12,5,7,17,0.4117647058823529,0.2857142857142857,5,16,11,ok,0.29731036477873324,0.1835,1,5
sachs,D_LLM_INSTR,qwen2.5:7b-instruct,real,12,1,9,17,0.5294117647058824,0.5555555555555556,4,14,13,ok,0.08717701788718371,0.041100000000000005,1,1
sachs,D_LLM_SRC,llama3.1:8b,real,12,4,5,17,0.29411764705882354,0.2,4,14,11,ok,0.26005,0.26005,1.5,4
sachs,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,12,6,13,17,0.7647058823529411,0.6153846153846154,5,17,10,ok,0.2583838383838384,0.041749999999999995,1.0,6
sachs,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,12,7,8,17,0.47058823529411764,0.5,4,15,10,ok,0.25121399557515145,0.0759,1,7
sachs,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,12,2,2,17,0.11764705882352941,0.5,1,11,8,ok,0.0,0.0,2.0,2
water,D_LLM,qwen2.5:7b-instruct,real,14,14,5,6,0.8333333333333334,0.6,2,6,6,ok,0.3144579458136326,0.10629999999999999,2.0,14
water,D_LLM_32B,Qwen2.5-32B-Instruct,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.1863110599078341,0.05085,1.0,14
water,D_LLM_72B,Qwen2.5-72B-Instruct,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.18492822966507177,0.051250000000000004,1.0,14
water,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.20308759381506108,0.0517,1.0,14
water,D_LLM_GEMMA_27B,gemma-3-27b-it,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.1992695039847306,0.054599999999999996,1.0,14
water,D_LLM_INSTR,qwen2.5:7b-instruct,real,14,9,3,6,0.5,1.0,0,3,3,ok,0.0,0.0,1,9
water,D_LLM_SRC,llama3.1:8b,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.18635342789598108,0.04965,1.0,14
water,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,14,14,6,6,1.0,1.0,0,6,0,ok,0.19674828074081804,0.053500000000000006,1.0,14
water,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,14,1,3,6,0.5,1.0,0,3,3,ok,0.24397590361445784,0.162,1,1
water,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,14,14,6,6,1.0,0.3333333333333333,4,6,8,ok,0.5389384734618365,0.1814,1.0,14
win95pts,D_LLM,qwen2.5:7b-instruct,real,3,0,6,12,0.5,1.0,0,6,6,optimal_set_undefined,,,,0
win95pts,D_LLM_32B,Qwen2.5-32B-Instruct,real,3,3,12,12,1.0,0.75,3,12,6,ok,0.3810632039237719,0.12569999999999998,1,3
win95pts,D_LLM_72B,Qwen2.5-72B-Instruct,real,3,3,12,12,1.0,0.75,3,12,6,ok,0.38871028568101107,0.1326,1,3
win95pts,D_LLM_72B_INSTR,Qwen2.5-72B-Instruct,real,3,3,12,12,1.0,0.75,3,12,6,ok,0.38721439247455425,0.1332,1,3
win95pts,D_LLM_GEMMA_27B,gemma-3-27b-it,real,3,3,11,12,0.9166666666666666,0.7272727272727273,3,12,6,ok,0.6262617894093504,0.1807,1,3
win95pts,D_LLM_INSTR,qwen2.5:7b-instruct,real,3,0,1,12,0.08333333333333333,1.0,0,1,11,optimal_set_undefined,,,,0
win95pts,D_LLM_SRC,llama3.1:8b,real,3,2,10,12,0.8333333333333334,0.5,5,11,11,ok,0.6485214730954083,0.2702,1.0,2
win95pts,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,real,3,3,12,12,1.0,0.75,3,12,6,ok,0.38109296453468133,0.13119999999999998,1,3
win95pts,D_SCRAMBLED,qwen2.5:7b-instruct,scrambled,3,3,7,12,0.5833333333333334,0.42857142857142855,4,9,11,ok,0.30331611647628504,0.1363,2,3
win95pts,D_SCRAMBLED_72B,Qwen2.5-72B-Instruct,scrambled,3,2,5,12,0.4166666666666667,0.6,2,6,10,ok,0.5114158075601375,0.184,2.0,2
