arm,status,in_balanced_panel,network,x,y,radius,r_status,shd_truth,n_k,k_g0,AUC_frac,AUC_frac_usable,endpoint_gap,AUC_frac_contra_as_fail,endpoint_contra_gap,n_grid_points_S_defined,contradiction_rate_at_d1,median_contradiction_rate,n_grid_points,n_grid_points_usable,n_grid_points_censored,endpoint_censored,min_n_eval,median_n_eval,separation,separation_status,largest_component_size,component_size,dispatch_leg,gate,assumes,shard_id,frame_row_id,condition,model,family,naming,elicit_arm,n_asked,n_asserted,assert_rate,k_accuracy,n_k_correct,n_k_wrong,n_declined,n_parse_fail,n_not_reached,n_off_skeleton,k_source,radius_committed_programmatic_k
llm,ok,False,child,CardiacMixing,HypDistrib,1,ok,3,8,9,0.9821664464993395,0.9821664464993395,0.0,0.0776,0.9045664464993395,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,517a03a55cf7db5f,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,CardiacMixing,HypoxiaInO2,1,ok,3,8,9,0.9821664464993395,0.9821664464993395,0.0,0.0776,0.9045664464993395,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,024c205a7e1027d0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,CardiacMixing,LowerBodyO2,1,ok,3,8,9,0.9821664464993395,0.9821664464993395,0.0,0.0776,0.9045664464993395,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,c48df8e293f27b1e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,CardiacMixing,RUQO2,1,ok,3,8,9,0.9821664464993395,0.9821664464993395,0.0,0.0776,0.9045664464993395,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,7dc0c450454e4ca3,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,DuctFlow,HypDistrib,1,ok,3,8,9,0.9834874504623514,0.9834874504623514,0.0,0.0786,0.9048874504623514,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,fb7d8e07dc6e3d67,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,DuctFlow,LowerBodyO2,1,ok,3,8,9,0.9834874504623514,0.9834874504623514,0.0,0.0786,0.9048874504623514,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,012d0b9e76dbd657,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungFlow,ChestXray,1,ok,3,8,9,0.983883751651255,0.983883751651255,0.0,0.0789,0.904983751651255,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,ae90813c4d5b1d69,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungFlow,XrayReport,1,ok,3,8,9,0.983883751651255,0.983883751651255,0.0,0.0789,0.904983751651255,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,2785ca807611902e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,ChestXray,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,3bbd0a3a5ad47583,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,Grunting,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,50d0316db995f35d,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,GruntingReport,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,d0b9369f5e67475a,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,HypoxiaInO2,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,810076ad50fad6e8,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,LowerBodyO2,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,7bfb1750d6c12767,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,RUQO2,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,b3a2bb4a5b7110a0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,False,child,LungParench,XrayReport,1,ok,3,8,9,0.46999433855444417,0.46999433855444417,0.0,0.07039999999999999,0.39959433855444415,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,e77addcf01645c87,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,True,child,Sick,Grunting,1,ok,3,8,9,0.9828269484808455,0.9828269484808455,0.0,0.0781,0.9047269484808456,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,c874c3a7cfde43a0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,ok,True,child,Sick,GruntingReport,1,ok,3,8,9,0.9828269484808455,0.9828269484808455,0.0,0.0781,0.9047269484808456,2,0.243,1.0,8,2,0,False,0,0.0,2,measured,12,12,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__child,063ae8ad290f9e7e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,child,Sick,Age,,,3,8,9,,,,,,0,,,0,0,0,False,,,1,measured,12,12,,fast_gate,,llm__D_LLM_72B__child,5286d58da5023546,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,12,8,0.6666666666666666,1.0,8,0,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_0,glu_prod_14,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,cef563c327b1690a,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_0,ins_dep_10,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,d4c1b5b534ee500e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_0,ins_indep_8,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,95c0bf1d9424eb83,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_1,glu_prod_10,1,ok,36,14,14,0.4210731243496658,0.4210731243496658,0.0,0.36219999999999997,0.05887312434966585,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,d9f1faf139852afb,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_1,ins_indep_4,1,ok,36,14,14,0.4210731243496658,0.4210731243496658,0.0,0.36219999999999997,0.05887312434966585,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,566d0c61f058e795,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_10,ins_indep_21,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,efcdcc754a0a3a3d,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_11,ins_indep_18,1,ok,36,14,14,0.42376192618953745,0.42376192618953745,0.0,0.3643,0.05946192618953744,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,66e2ddcd31df8a04,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_12,endo_bal_21,1,ok,36,14,14,0.4252792660426232,0.4252792660426232,0.0,0.3677,0.0575792660426232,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,08c2af5db8f492a2,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_12,ins_indep_14,1,ok,36,14,14,0.4252792660426232,0.4252792660426232,0.0,0.3677,0.0575792660426232,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,60b869e7c5e973a5,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_13,bg_23,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,de1bff723e7c2366,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_13,endo_bal_18,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,5df9fcbeac6d92d3,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_13,tot_bal_23,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,305cc53ef111ac47,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_15,tot_bal_16,1,ok,36,14,14,0.41757331910261825,0.41757331910261825,0.0,0.3605,0.05707331910261826,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,a12956e07cb32aef,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_16,ins_dep_util_21,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,118561d4fa22d7cc,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_19,basal_bal_23,1,ok,36,14,14,0.4251251372387846,0.4251251372387846,0.0,0.3639,0.06122513723878459,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,8cba7a7e1533867b,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_19,renal_cl_23,1,ok,36,14,14,0.4251251372387846,0.4251251372387846,0.0,0.3639,0.06122513723878459,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,4d584348be4d4e39,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_2,ins_dep_8,1,ok,36,14,14,0.4192497782445307,0.4192497782445307,0.0,0.3607,0.05854977824453067,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,6088c8f72052831a,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_2,ins_indep_util_4,1,ok,36,14,14,0.4192497782445307,0.4192497782445307,0.0,0.3607,0.05854977824453067,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,bd773d3e6fd332f9,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_3,glu_prod_14,1,ok,36,14,14,0.42047725869888664,0.42047725869888664,0.0,0.3632,0.05727725869888661,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,23f692577f08b5d0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_3,ins_dep_10,1,ok,36,14,14,0.42047725869888664,0.42047725869888664,0.0,0.3632,0.05727725869888661,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,f28182a227903039,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_3,ins_indep_8,1,ok,36,14,14,0.42047725869888664,0.42047725869888664,0.0,0.3632,0.05727725869888661,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,ddbd4a77b37a5b11,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_4,glu_prod_10,1,ok,36,14,14,0.42471226994060707,0.42471226994060707,0.0,0.3639,0.06081226994060707,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,c6089879842b964b,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_5,endo_bal_8,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,b5b59684e41391bc,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_5,ins_indep_21,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,ce8ea7870291e2b0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_6,bg_9,1,ok,36,14,14,0.4326454648823546,0.4326454648823546,0.0,0.37160000000000004,0.06104546488235457,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,1eec4e37de283d07,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_6,ins_indep_18,1,ok,36,14,14,0.4326454648823546,0.4326454648823546,0.0,0.37160000000000004,0.06104546488235457,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,7de90c187c43aef8,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_7,endo_bal_21,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,a3d920b4664de033,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_7,ins_indep_14,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,aa83481dd9fe437e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_8,bg_23,1,ok,36,14,14,0.42925667882415725,0.42925667882415725,0.0,0.3687,0.06055667882415722,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,59f52c1aeaa77389,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_8,endo_bal_18,1,ok,36,14,14,0.42925667882415725,0.42925667882415725,0.0,0.3687,0.06055667882415722,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,caf772ccbf98a7c2,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_8,ins_indep_10,1,ok,36,14,14,0.42925667882415725,0.42925667882415725,0.0,0.3687,0.06055667882415722,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,4f19ef55a4655f15,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,cho_bal_8,tot_bal_23,1,ok,36,14,14,0.42925667882415725,0.42925667882415725,0.0,0.3687,0.06055667882415722,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,74d7d33eebd1ebf0,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,diabetes,cho_bal_9,endo_bal_14,,,36,14,14,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,3,2,,fast_gate,,llm__D_LLM_72B__diabetes,9c4d082a8c290590,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,gut_abs_0,bg_23,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,49c12deb284a5a3b,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,gut_abs_0,endo_bal_17,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,d72b8ae224cbb29e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,gut_abs_0,ins_indep_10,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,807a2942903072db,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,gut_abs_0,tot_bal_23,1,ok,36,14,14,0.42181292943728543,0.42181292943728543,0.0,0.36350000000000005,0.05831292943728539,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,471b18865a2548e8,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
llm,ok,False,diabetes,gut_abs_1,endo_bal_13,1,ok,36,14,14,0.4210731243496658,0.4210731243496658,0.0,0.36219999999999997,0.05887312434966585,9,0.0,0.264,10,9,0,False,0,736.0,,no_z_member_in_component,3,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_72B__diabetes,5bdc9002b208b30e,D_LLM_72B,Qwen2.5-72B-Instruct,qwen2,real,deployment,14,14,1.0,0.14285714285714285,2,12,0,0,0,0,knowledge.json,1
