network,x,y,condition,frame_row_id,shard_id,z_star,stored_radius,gac_radius,gac_exact,equal,z_gac_valid_at_g0,backdoor_recheck,sanity_status
diabetes,gut_abs_3,endo_bal_17,D_LLM_72B,13f97ca04770dd54,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""endo_bal_3"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_3,ins_indep_10,D_LLM_72B,420ffc62b9083831,llm__D_LLM_72B__diabetes,"[""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""endo_bal_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_3,bg_23,D_LLM_72B,786661be9de265c4,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""endo_bal_3"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_4,ins_dep_util_8,D_LLM_72B,0e85df76d88d3f5b,llm__D_LLM_72B__diabetes,"[""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""bg_4"", ""endo_bal_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,gut_abs_4,endo_bal_13,D_LLM_72B,d505147ca3c48fa0,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_4"", ""endo_bal_4"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_6,bg_12,D_LLM_72B,e38a9b36bbafa883,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_6"", ""endo_bal_6"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_3,tot_bal_23,D_LLM_72B,1d5d42fea68cfa6b,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""endo_bal_3"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""gut_abs_23"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_23"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_6,tot_bal_12,D_LLM_72B,735fdd5f104565bc,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_6"", ""endo_bal_6"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_6,ins_dep_util_21,D_LLM_72B,f3d15793834e598a,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_6"", ""endo_bal_6"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,ins_indep_util_0,bg_2,D_LLM_72B,5338c31aed8088f0,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""ins_dep_0"", ""met_irr_0"", ""met_irr_1"", ""renal_cl_0""]",1,1,True,True,True,,
munin1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MEDD2_ALLCV_WD,D_LLM_72B,e33d8a6891127093,llm__D_LLM_72B__munin1,"[""R_DIFFN_MEDD2_DIFSLOW"", ""R_MEDD2_LSLOW_WD"", ""R_MEDD2_SALOSS""]",1,1,True,True,True,,
munin1,R_MED_RD_EW,R_MED_CV_EW,D_LLM_72B,a99a5ed91e7b6673,llm__D_LLM_72B__munin1,"[""R_MED_DCV_EW"", ""R_MED_LD_EW""]",1,1,True,True,True,,
munin1,R_LNLBE_MEDD2_RD_EW,R_MEDD2_CV_EW,D_LLM_72B,162e869a91611adc,llm__D_LLM_72B__munin1,"[""R_MEDD2_DSLOW_EW"", ""R_MEDD2_LD_EW""]",1,1,True,True,True,,
munin1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MEDD2_ALLCV_WD,D_LLM_GEMMA_27B,e33d8a6891127093,llm__D_LLM_GEMMA_27B__munin1,"[""R_DIFFN_MEDD2_DIFSLOW"", ""R_MEDD2_LSLOW_WD"", ""R_MEDD2_SALOSS""]",2,2,True,True,True,,
munin1,R_MED_RD_EW,R_MED_CV_EW,D_LLM_GEMMA_27B,a99a5ed91e7b6673,llm__D_LLM_GEMMA_27B__munin1,"[""R_MED_DCV_EW"", ""R_MED_LD_EW""]",2,2,True,True,True,,
munin1,R_LNLBE_MEDD2_RD_EW,R_MEDD2_CV_EW,D_LLM_GEMMA_27B,162e869a91611adc,llm__D_LLM_GEMMA_27B__munin1,"[""R_MEDD2_DSLOW_EW"", ""R_MEDD2_LD_EW""]",2,2,True,True,True,,
munin1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MEDD2_ALLCV_WD,D_LLM_INSTR,e33d8a6891127093,llm__D_LLM_INSTR__munin1,"[""R_DIFFN_MEDD2_DIFSLOW"", ""R_MEDD2_LSLOW_WD"", ""R_MEDD2_SALOSS""]",1,1,True,True,True,,
diabetes,gut_abs_8,ins_dep_util_14,D_LLM_72B,29cdf00367967ddc,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_9"", ""bg_8"", ""endo_bal_8"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,ins_indep_util_0,ins_dep_util_7,D_LLM_72B,639f43a7ff140fd9,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""ins_dep_0"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""renal_cl_0""]",1,1,True,True,True,,
diabetes,ins_indep_util_0,tot_bal_2,D_LLM_72B,b72e45a27ccfe6a0,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_2"", ""ins_dep_0"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""renal_cl_0""]",1,1,True,True,True,,
diabetes,renal_cl_0,basal_bal_2,D_LLM_72B,88ebac5362015ee8,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_2"", ""ins_dep_0"", ""ins_indep_util_0"", ""met_irr_0"", ""met_irr_1""]",1,1,True,True,True,,
diabetes,ins_indep_util_0,endo_bal_13,D_LLM_72B,98a2c0415a52f510,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""ins_dep_0"", ""met_irr_0"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9"", ""renal_cl_0""]",1,1,True,True,True,,
diabetes,renal_cl_0,ins_dep_7,D_LLM_72B,6db77461c9d83a21,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""ins_dep_0"", ""ins_indep_util_0"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6""]",1,1,True,True,True,,
diabetes,renal_cl_0,ins_indep_util_3,D_LLM_72B,08bb94259a3664ab,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""gut_abs_2"", ""ins_dep_0"", ""ins_indep_util_0"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2""]",1,1,True,True,True,,
diabetes,renal_cl_0,renal_cl_2,D_LLM_72B,441c13bf7fe527cf,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""bg_0"", ""gut_abs_0"", ""gut_abs_1"", ""ins_dep_0"", ""ins_indep_util_0"", ""met_irr_0"", ""met_irr_1""]",1,1,True,True,True,,
diabetes,cho_bal_1,ins_indep_4,D_LLM_SRC_70B,566d0c61f058e795,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_3"", ""bg_2"", ""endo_bal_2"", ""meal_2"", ""meal_3"", ""met_irr_2"", ""met_irr_3""]",1,1,True,True,True,,
diabetes,cho_bal_0,ins_dep_10,D_LLM_SRC_70B,d4c1b5b534ee500e,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_1"", ""endo_bal_1"", ""meal_1"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_0,glu_prod_14,D_LLM_SRC_70B,cef563c327b1690a,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_1"", ""endo_bal_1"", ""meal_1"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_0,ins_indep_8,D_LLM_SRC_70B,95c0bf1d9424eb83,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_1"", ""endo_bal_1"", ""meal_1"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,cho_bal_1,glu_prod_10,D_LLM_SRC_70B,d9f1faf139852afb,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_2"", ""endo_bal_2"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_11,ins_indep_18,D_LLM_SRC_70B,66e2ddcd31df8a04,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""bg_12"", ""endo_bal_12"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17""]",1,1,True,True,True,,
diabetes,cho_bal_12,ins_indep_14,D_LLM_SRC_70B,60b869e7c5e973a5,llm__D_LLM_SRC_70B__diabetes,"[""bg_13"", ""endo_bal_13"", ""meal_13"", ""met_irr_13""]",1,1,True,True,True,,
diabetes,cho_bal_15,tot_bal_16,D_LLM_SRC_70B,a12956e07cb32aef,llm__D_LLM_SRC_70B__diabetes,"[""endo_bal_16"", ""meal_16"", ""met_irr_16""]",1,1,True,True,True,,
diabetes,cho_bal_12,endo_bal_21,D_LLM_SRC_70B,08c2af5db8f492a2,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""bg_13"", ""endo_bal_13"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_18"", ""meal_19"", ""meal_20"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20""]",1,1,True,True,True,,
diabetes,cho_bal_2,ins_indep_util_4,D_LLM_SRC_70B,bd773d3e6fd332f9,llm__D_LLM_SRC_70B__diabetes,"[""bg_3"", ""endo_bal_3"", ""meal_3"", ""met_irr_3""]",1,1,True,True,True,,
diabetes,cho_bal_19,basal_bal_23,D_LLM_SRC_70B,8cba7a7e1533867b,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""bg_20"", ""endo_bal_20"", ""meal_20"", ""meal_21"", ""meal_22"", ""meal_23"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,cho_bal_19,renal_cl_23,D_LLM_SRC_70B,4d584348be4d4e39,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_21"", ""activ_ins_22"", ""bg_20"", ""endo_bal_20"", ""meal_20"", ""meal_21"", ""meal_22"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,cho_bal_2,ins_dep_8,D_LLM_SRC_70B,6088c8f72052831a,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""bg_3"", ""endo_bal_3"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,cho_bal_3,ins_indep_8,D_LLM_SRC_70B,ddbd4a77b37a5b11,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_4"", ""endo_bal_4"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,cho_bal_3,ins_dep_10,D_LLM_SRC_70B,f28182a227903039,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_4"", ""endo_bal_4"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_3,glu_prod_14,D_LLM_SRC_70B,23f692577f08b5d0,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_4"", ""endo_bal_4"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_6,bg_9,D_LLM_SRC_70B,1eec4e37de283d07,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_8"", ""bg_7"", ""endo_bal_7"", ""meal_7"", ""meal_8"", ""met_irr_7"", ""met_irr_8""]",1,1,True,True,True,,
diabetes,cho_bal_4,glu_prod_10,D_LLM_SRC_70B,c6089879842b964b,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_5"", ""endo_bal_5"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,ins_indep_10,D_LLM_SRC_70B,4f19ef55a4655f15,llm__D_LLM_SRC_70B__diabetes,"[""bg_9"", ""endo_bal_9"", ""meal_9"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_6,ins_indep_18,D_LLM_SRC_70B,7de90c187c43aef8,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_8"", ""activ_ins_9"", ""bg_7"", ""endo_bal_7"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,endo_bal_18,D_LLM_SRC_70B,caf772ccbf98a7c2,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""bg_9"", ""endo_bal_9"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,bg_23,D_LLM_SRC_70B,59f52c1aeaa77389,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""bg_9"", ""endo_bal_9"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_18"", ""meal_19"", ""meal_20"", ""meal_21"", ""meal_22"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_0,ins_indep_10,D_LLM_SRC_70B,807a2942903072db,llm__D_LLM_SRC_70B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""cho_0"", ""endo_bal_0"", ""meal_1"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
